"Date","SCHX.Open","SCHX.High","SCHX.Low","SCHX.Close","SCHX.Volume","SCHX.Adjusted"
2015-02-11,NA,NA,NA,0,NA,0
2015-02-12,NA,NA,NA,0,NA,0
2015-02-13,NA,NA,NA,0,NA,0
2015-02-17,NA,NA,NA,0,NA,0
2015-02-18,NA,NA,NA,0,NA,0
2015-02-19,NA,NA,NA,0,NA,0
2015-02-20,NA,NA,NA,0,NA,0
2015-02-23,NA,NA,NA,0,NA,0
2015-02-24,NA,NA,NA,0,NA,0
2015-02-25,NA,NA,NA,0,NA,0
2015-02-26,NA,NA,NA,0,NA,0
2015-02-27,NA,NA,NA,0,NA,0
2015-03-02,NA,NA,NA,0,NA,0
2015-03-03,NA,NA,NA,0,NA,0
2015-03-04,52.163,52.163,51.842,50.330002,422300,48.628944
2015-03-05,NA,NA,NA,0,NA,0
2015-03-06,NA,NA,NA,0,NA,0
2015-03-09,NA,NA,NA,0,NA,0
2015-03-10,NA,NA,NA,0,NA,0
2015-03-11,NA,NA,NA,0,NA,0
2015-03-12,NA,NA,NA,0,NA,0
2015-03-13,NA,NA,NA,0,NA,0
2015-03-16,NA,NA,NA,0,NA,0
2015-03-17,NA,NA,NA,0,NA,0
2015-03-18,NA,NA,NA,0,NA,0
2015-03-19,NA,NA,NA,0,NA,0
2015-03-20,NA,NA,NA,0,NA,0
2015-03-23,NA,NA,NA,0,NA,0
2015-03-24,NA,NA,NA,0,NA,0
2015-03-25,NA,NA,NA,0,NA,0
2015-03-26,NA,NA,NA,0,NA,0
2015-03-27,NA,NA,NA,0,NA,0
2015-03-30,NA,NA,NA,0,NA,0
2015-03-31,NA,NA,NA,0,NA,0
2015-04-01,NA,NA,NA,0,NA,0
2015-04-02,NA,NA,NA,0,NA,0
2015-04-06,NA,NA,NA,0,NA,0
2015-04-07,51.583,51.821,51.47,49.73,515400,48.049221
2015-04-08,NA,NA,NA,0,NA,0
2015-04-09,NA,NA,NA,0,NA,0
2015-04-10,NA,NA,NA,0,NA,0
2015-04-13,NA,NA,NA,0,NA,0
2015-04-14,NA,NA,NA,0,NA,0
2015-04-15,NA,NA,NA,0,NA,0
2015-04-16,NA,NA,NA,0,NA,0
2015-04-17,NA,NA,NA,0,NA,0
2015-04-20,NA,NA,NA,0,NA,0
2015-04-21,NA,NA,NA,0,NA,0
2015-04-22,NA,NA,NA,0,NA,0
2015-04-23,NA,NA,NA,0,NA,0
2015-04-24,NA,NA,NA,0,NA,0
2015-04-27,NA,NA,NA,0,NA,0
2015-04-28,NA,NA,NA,0,NA,0
2015-04-29,52.215,52.349,51.966,50.439999,449700,48.735222
2015-04-30,NA,NA,NA,0,NA,0
2015-05-01,NA,NA,NA,0,NA,0
2015-05-04,NA,NA,NA,0,NA,0
2015-05-05,NA,NA,NA,0,NA,0
2015-05-06,NA,NA,NA,0,NA,0
2015-05-07,NA,NA,NA,0,NA,0
2015-05-08,NA,NA,NA,0,NA,0
2015-05-11,NA,NA,NA,0,NA,0
2015-05-12,NA,NA,NA,0,NA,0
2015-05-13,NA,NA,NA,0,NA,0
2015-05-14,NA,NA,NA,0,NA,0
2015-05-15,NA,NA,NA,0,NA,0
2015-05-18,NA,NA,NA,0,NA,0
2015-05-19,NA,NA,NA,0,NA,0
2015-05-20,NA,NA,NA,0,NA,0
2015-05-21,NA,NA,NA,0,NA,0
2015-05-22,NA,NA,NA,0,NA,0
2015-05-26,NA,NA,NA,0,NA,0
2015-05-27,NA,NA,NA,0,NA,0
2015-05-28,NA,NA,NA,0,NA,0
2015-05-29,NA,NA,NA,0,NA,0
2015-06-01,NA,NA,NA,0,NA,0
2015-06-02,NA,NA,NA,0,NA,0
2015-06-03,NA,NA,NA,0,NA,0
2015-06-04,NA,NA,NA,0,NA,0
2015-06-05,NA,NA,NA,0,NA,0
2015-06-08,NA,NA,NA,0,NA,0
2015-06-09,NA,NA,NA,0,NA,0
2015-06-10,NA,NA,NA,0,NA,0
2015-06-11,NA,NA,NA,0,NA,0
2015-06-12,NA,NA,NA,0,NA,0
2015-06-15,NA,NA,NA,0,NA,0
2015-06-16,NA,NA,NA,0,NA,0
2015-06-17,NA,NA,NA,0,NA,0
2015-06-18,NA,NA,NA,0,NA,0
2015-06-19,NA,NA,NA,0,NA,0
2015-06-22,NA,NA,NA,0,NA,0
2015-06-23,NA,NA,NA,0,NA,0
2015-06-24,NA,NA,NA,0,NA,0
2015-06-25,NA,NA,NA,0,NA,0
2015-06-26,NA,NA,NA,0,NA,0
2015-06-29,NA,NA,NA,0,NA,0
2015-06-30,51.418,51.439,50.88,49.310001,637100,47.643421
2015-07-01,NA,NA,NA,0,NA,0
2015-07-02,NA,NA,NA,0,NA,0
2015-07-06,NA,NA,NA,0,NA,0
2015-07-07,NA,NA,NA,0,NA,0
2015-07-08,NA,NA,NA,0,NA,0
2015-07-09,NA,NA,NA,0,NA,0
2015-07-10,NA,NA,NA,0,NA,0
2015-07-13,NA,NA,NA,0,NA,0
2015-07-14,NA,NA,NA,0,NA,0
2015-07-15,NA,NA,NA,0,NA,0
2015-07-16,NA,NA,NA,0,NA,0
2015-07-17,NA,NA,NA,0,NA,0
2015-07-20,NA,NA,NA,0,NA,0
2015-07-21,NA,NA,NA,0,NA,0
2015-07-22,NA,NA,NA,0,NA,0
2015-07-23,NA,NA,NA,0,NA,0
2015-07-24,NA,NA,NA,0,NA,0
2015-07-27,NA,NA,NA,0,NA,0
2015-07-28,NA,NA,NA,0,NA,0
2015-07-29,NA,NA,NA,0,NA,0
2015-07-30,NA,NA,NA,0,NA,0
2015-07-31,NA,NA,NA,0,NA,0
2015-08-03,NA,NA,NA,0,NA,0
2015-08-04,NA,NA,NA,0,NA,0
2015-08-05,NA,NA,NA,0,NA,0
2015-08-06,NA,NA,NA,0,NA,0
2015-08-07,NA,NA,NA,0,NA,0
2015-08-10,NA,NA,NA,0,NA,0
2015-08-11,NA,NA,NA,0,NA,0
2015-08-12,NA,NA,NA,0,NA,0
2015-08-13,NA,NA,NA,0,NA,0
2015-08-14,NA,NA,NA,0,NA,0
2015-08-17,NA,NA,NA,0,NA,0
2015-08-18,NA,NA,NA,0,NA,0
2015-08-19,51.832,51.977,51.345,49.860001,634500,48.174835
2015-08-20,51.18,51.283,50.486,48.810001,670000,47.16032
2015-08-21,NA,NA,NA,0,NA,0
2015-08-24,46.284,48.478,42.952,45.419998,5144300,43.884895
2015-08-25,NA,NA,NA,0,NA,0
2015-08-26,NA,NA,NA,0,NA,0
2015-08-27,NA,NA,NA,0,NA,0
2015-08-28,49.162,49.493,49.027,47.689999,959700,46.078167
2015-08-31,NA,NA,NA,0,NA,0
2015-09-01,47.992,48.251,47.278,45.91,1982900,44.358337
2015-09-02,NA,NA,NA,0,NA,0
2015-09-03,NA,NA,NA,0,NA,0
2015-09-04,NA,NA,NA,0,NA,0
2015-09-08,NA,NA,NA,0,NA,0
2015-09-09,NA,NA,NA,0,NA,0
2015-09-10,NA,NA,NA,0,NA,0
2015-09-11,NA,NA,NA,0,NA,0
2015-09-14,NA,NA,NA,0,NA,0
2015-09-15,NA,NA,NA,0,NA,0
2015-09-16,NA,NA,NA,0,NA,0
2015-09-17,NA,NA,NA,0,NA,0
2015-09-18,48.82,49.213,48.582,47.07,618300,45.479126
2015-09-21,NA,NA,NA,0,NA,0
2015-09-22,NA,NA,NA,0,NA,0
2015-09-23,NA,NA,NA,0,NA,0
2015-09-24,NA,NA,NA,0,NA,0
2015-09-25,NA,NA,NA,0,NA,0
2015-09-28,NA,NA,NA,0,NA,0
2015-09-29,NA,NA,NA,0,NA,0
2015-09-30,NA,NA,NA,0,NA,0
2015-10-01,NA,NA,NA,0,NA,0
2015-10-02,NA,NA,NA,0,NA,0
2015-10-05,NA,NA,NA,0,NA,0
2015-10-06,NA,NA,NA,0,NA,0
2015-10-07,NA,NA,NA,0,NA,0
2015-10-08,NA,NA,NA,0,NA,0
2015-10-09,NA,NA,NA,0,NA,0
2015-10-12,NA,NA,NA,0,NA,0
2015-10-13,NA,NA,NA,0,NA,0
2015-10-14,NA,NA,NA,0,NA,0
2015-10-15,NA,NA,NA,0,NA,0
2015-10-16,NA,NA,NA,0,NA,0
2015-10-19,NA,NA,NA,0,NA,0
2015-10-20,NA,NA,NA,0,NA,0
2015-10-21,NA,NA,NA,0,NA,0
2015-10-22,NA,NA,NA,0,NA,0
2015-10-23,NA,NA,NA,0,NA,0
2015-10-26,50.8,50.831,50.615,49.290001,300300,47.87328
2015-10-27,50.584,50.697,50.429,49.169998,346100,47.756725
2015-10-28,50.821,51.233,50.584,49.75,379400,48.320057
2015-10-29,51.13,51.284,51.058,49.75,362400,48.320057
2015-10-30,51.305,51.336,50.965,49.5,392600,48.077244
2015-11-02,51.078,51.655,51.078,50.119999,1145500,48.679417
2015-11-03,51.5,51.891,51.428,50.25,551500,48.805687
2015-11-04,51.83,51.84,51.428,50.099998,505600,48.659996
2015-11-05,51.593,51.716,51.263,50.049999,451300,48.611427
2015-11-06,51.459,51.583,51.119,50,513100,48.562874
2015-11-09,51.377,51.377,50.738,49.549999,625800,48.125805
2015-11-10,50.862,51.15,50.79,49.650002,486700,48.222931
2015-11-11,51.222,51.222,50.924,49.470001,438300,48.048107
2015-11-12,50.666,50.749,50.224,48.799999,468400,47.397362
2015-11-13,50.069,50.182,49.657,48.259998,556500,46.872879
2015-11-16,49.585,50.409,49.585,48.939999,817500,47.533333
2015-11-17,50.512,50.738,50.234,48.91,1158700,47.504196
2015-11-18,50.543,51.212,50.502,49.689999,607800,48.26178
2015-11-19,51.099,51.243,51.027,49.630001,1077400,48.20351
2015-11-20,51.366,51.469,51.202,49.84,564300,48.407471
2015-11-23,51.294,51.469,51.119,49.77,461900,48.339481
2015-11-24,50.985,51.438,50.852,49.84,477600,48.407471
2015-11-25,51.377,51.438,51.253,49.869999,1574600,48.436607
2015-11-27,51.336,51.449,51.222,49.900002,96500,48.465752
2015-11-30,51.459,51.48,51.16,49.709999,421300,48.281204
2015-12-01,51.325,51.686,51.305,50.18,362300,48.737698
2015-12-02,51.675,51.727,51.068,49.66,733900,48.232643
2015-12-03,51.284,51.284,50.213,48.959999,614200,47.552765
2015-12-04,50.471,51.438,50.471,49.889999,378200,48.456032
2015-12-07,51.274,51.274,50.79,49.549999,610900,48.125805
2015-12-08,50.553,50.955,50.45,49.27,799700,47.853851
2015-12-09,50.574,51.088,50.028,48.860001,513200,47.455639
2015-12-10,50.347,50.8,50.285,48.959999,543900,47.552765
2015-12-11,49.843,49.987,49.379,48.02,657600,46.639778
2015-12-14,49.472,49.688,48.978,48.25,750500,46.863174
2015-12-15,50.049,50.45,50.049,48.75,697600,47.348804
2015-12-16,50.481,51.027,50.193,49.470001,608700,48.048107
2015-12-17,51.016,51.016,50.182,48.75,695800,47.348804
2015-12-18,50.018,50.018,49.297,47.889999,606600,46.513519
2015-12-21,49.118,49.211,48.801,48.009998,664000,46.87772
2015-12-22,49.395,49.692,49.149,48.43,453200,47.287819
2015-12-23,49.897,50.235,49.856,49.029999,580700,47.873665
2015-12-24,50.173,50.296,50.091,48.959999,703800,47.805317
2015-12-28,49.968,50.04,49.733,48.860001,389900,47.707676
2015-12-29,50.317,50.644,50.317,49.360001,635500,48.195881
2015-12-30,50.481,50.511,50.184,49.029999,753700,47.873665
2015-12-31,50.05,50.204,49.733,48.57,722000,47.424515
2016-01-04,48.821,49.006,48.453,47.849998,1024800,46.721493
2016-01-05,49.129,49.211,48.801,47.950001,686600,46.819138
2016-01-06,48.381,48.76,48.186,47.330002,678000,46.213757
2016-01-07,47.654,48.115,47.193,46.200001,1279600,45.110409
2016-01-08,47.633,47.715,46.701,45.68,1284600,44.602676
2016-01-11,47.05,47.111,46.22,45.669998,1477500,44.592907
2016-01-12,47.224,47.367,46.538,46.029999,877500,44.94442
2016-01-13,47.336,47.418,45.821,44.869999,1339600,43.811775
2016-01-14,46.097,46.978,45.636,45.560001,2162500,44.4855
2016-01-15,45.431,45.882,45.114,44.599998,1739200,43.548145
2016-01-19,46.23,46.23,45.268,44.610001,1780400,43.557907
2016-01-20,44.991,45.575,43.977,44.130001,2130100,43.08923
2016-01-21,45.247,45.882,44.889,44.32,890600,43.274746
2016-01-22,46.118,46.363,45.923,45.200001,655400,44.133991
2016-01-25,46.189,46.2,45.554,44.509998,2384800,43.460262
2016-01-26,45.78,46.312,45.687,45.139999,719700,44.075413
2016-01-27,46.097,46.568,45.483,44.669998,743800,43.616493
2016-01-28,46.169,46.2,45.472,44.880001,718400,43.821541
2016-01-29,46.148,47.07,46.128,45.959999,770600,44.876068
2016-02-01,46.753,47.275,46.579,45.970001,1457700,44.88583
2016-02-02,46.712,46.712,46.036,45.09,659100,44.026588
2016-02-03,46.456,46.558,45.431,45.330002,2757100,44.260929
2016-02-04,46.312,46.824,46.179,45.419998,445700,44.348801
2016-02-05,46.363,46.363,45.431,44.52,513800,43.470028
2016-02-08,45.063,45.186,44.295,43.860001,1297300,42.825596
2016-02-09,44.428,45.257,44.428,43.849998,928900,42.815834
2016-02-10,45.155,45.636,44.868,43.84,2654000,42.806068
2016-02-11,44.192,44.602,43.895,43.290001,1394800,42.269035
2016-02-12,44.807,45.237,44.581,44.16,859600,43.118519
2016-02-16,45.769,46.015,45.493,44.919998,2552300,43.860592
2016-02-17,46.333,46.886,46.271,45.68,863900,44.602676
2016-02-18,46.896,46.927,46.538,45.490002,701900,44.417156
2016-02-19,46.374,46.619,46.2,45.509998,586700,44.43668
2016-02-22,47.06,47.306,46.957,46.16,459000,45.07135
2016-02-23,47.111,47.162,46.66,45.599998,2287600,44.524555
2016-02-24,46.23,46.968,45.954,45.810001,564300,44.729607
2016-02-25,47.05,47.449,46.835,46.330002,837000,45.237343
2016-02-26,47.726,47.736,47.336,46.290001,328900,45.198284
2016-02-29,47.398,47.664,46.998,45.889999,550800,44.80772
2016-03-01,47.388,48.135,47.254,47,712800,45.891544
2016-03-02,48.033,48.381,47.941,47.23,417500,46.116116
2016-03-03,48.33,48.586,48.166,47.439999,1900800,46.321159
2016-03-04,48.627,48.965,48.412,47.560001,1546700,46.438339
2016-03-07,48.473,48.903,48.473,47.630001,383000,46.506687
2016-03-08,48.504,48.586,48.166,47.080002,777400,45.969658
2016-03-09,48.453,48.545,48.248,47.32,409500,46.203999
2016-03-10,48.627,48.852,47.961,47.32,654300,46.203999
2016-03-11,48.893,49.282,48.873,48.110001,441100,46.975365
2016-03-14,49.139,49.344,49.047,48.029999,461100,46.897251
2016-03-15,48.934,49.118,48.862,47.950001,337400,46.819138
2016-03-16,49.006,49.518,48.985,48.25,495200,47.112061
2016-03-17,49.364,49.876,49.282,48.560001,859000,47.414753
2016-03-18,49.907,50.03,49.805,48.779999,563300,47.629559
2016-03-21,49.6,49.815,49.559,48.580002,667800,47.43428
2016-03-22,49.518,49.897,49.497,48.57,387000,47.424515
2016-03-23,49.651,49.671,49.344,48.240002,514500,47.102299
2016-03-24,49.129,49.374,49.026,48.209999,332300,47.073006
2016-03-28,49.487,49.549,49.282,48.23,825700,47.092533
2016-03-29,49.303,49.897,49.19,48.709999,525300,47.561211
2016-03-30,50.132,50.286,49.989,48.900002,5e+05,47.746735
2016-03-31,50.081,50.204,49.948,48.84,395700,47.688148
2016-04-01,49.682,50.368,49.63,49.139999,603700,47.981075
2016-04-04,50.306,50.368,50.081,48.98,381900,47.824844
2016-04-05,49.805,49.907,49.6,48.509998,557700,47.365929
2016-04-06,49.702,50.235,49.63,49.029999,506300,47.873665
2016-04-07,49.938,50.009,49.405,48.450001,695600,47.307343
2016-04-08,49.979,50.081,49.61,48.57,344200,47.424515
2016-04-11,49.938,50.132,49.61,48.439999,364600,47.297581
2016-04-12,49.692,50.163,49.549,48.889999,554400,47.736965
2016-04-13,50.337,50.634,50.317,49.419998,610600,48.254463
2016-04-14,50.614,50.747,50.511,49.439999,441200,48.273994
2016-04-15,50.644,50.644,50.47,49.380001,346200,48.215412
2016-04-18,50.409,50.921,50.388,49.720001,599100,48.547394
2016-04-19,51.064,51.146,50.839,49.849998,406100,48.674324
2016-04-20,51.105,51.32,50.952,49.900002,620200,48.723152
2016-04-21,51.126,51.146,50.778,49.650002,325900,48.479046
2016-04-22,50.706,50.941,50.614,49.669998,336200,48.498569
2016-04-25,50.665,50.788,50.522,49.57,350300,48.400932
2016-04-26,50.839,50.982,50.726,49.669998,356700,48.498569
2016-04-27,50.778,51.075,50.644,49.77,374200,48.59621
2016-04-28,50.737,51.064,50.399,49.310001,358800,48.147064
2016-04-29,50.296,50.419,49.917,49.049999,452400,47.893188
2016-05-02,50.399,50.665,50.245,49.43,626000,48.264229
2016-05-03,50.296,50.317,49.958,49,358300,47.844376
2016-05-04,49.907,50.081,49.743,48.709999,517300,47.561211
2016-05-05,50.02,50.112,49.743,48.700001,367900,47.551445
2016-05-06,49.702,50.05,49.6,48.84,346500,47.688148
2016-05-09,50.03,50.214,49.948,48.880001,368300,47.7272
2016-05-10,50.235,50.706,50.235,49.490002,481100,48.322819
2016-05-11,50.593,50.675,50.245,49.07,350400,47.912724
2016-05-12,50.481,50.481,49.958,49.049999,297300,47.893188
2016-05-13,50.102,50.296,49.723,48.650002,713600,47.502628
2016-05-16,49.887,50.44,49.825,49.119999,414600,47.96154
2016-05-17,50.255,50.265,49.702,48.669998,396400,47.522156
2016-05-18,49.774,50.184,49.559,48.689999,327800,47.541679
2016-05-19,49.61,49.764,49.344,48.52,402700,47.37569
2016-05-20,49.897,50.153,49.866,48.82,204300,47.668617
2016-05-23,49.979,50.091,49.887,48.75,211900,47.600269
2016-05-24,50.184,50.685,50.173,49.41,326700,48.244705
2016-05-25,50.747,51.044,50.747,49.740002,307800,48.566921
2016-05-26,50.952,51.054,50.87,49.740002,299400,48.566921
2016-05-27,50.941,51.156,50.941,49.950001,222300,48.771965
2016-05-31,51.238,51.29,50.941,49.91,372300,48.732906
2016-06-01,50.921,51.249,50.87,50.009998,382900,48.830555
2016-06-02,51.105,51.372,50.962,50.16,260000,48.977009
2016-06-03,51.269,51.32,50.89,50.040001,361500,48.859848
2016-06-06,51.341,51.587,51.3,50.279999,571000,49.094185
2016-06-07,51.515,51.74,51.515,50.360001,428800,49.172302
2016-06-08,51.617,51.771,51.587,50.52,329500,49.328526
2016-06-09,51.484,51.699,51.464,50.439999,338100,49.250412
2016-06-10,51.29,51.341,50.993,49.950001,433000,48.771965
2016-06-13,50.993,51.208,50.726,49.540001,656700,48.371639
2016-06-14,50.655,50.808,50.388,49.470001,448200,48.303291
2016-06-15,50.767,50.921,50.552,49.41,405000,48.244705
2016-06-16,50.337,50.767,50.061,49.549999,376300,48.381401
2016-06-17,50.726,50.726,50.378,49.380001,339000,48.215412
2016-06-20,50.632,50.816,50.377,49.459999,359400,48.529888
2016-06-21,50.52,50.632,50.367,49.57,355700,48.637817
2016-06-22,50.591,50.775,50.408,49.5,344100,48.569134
2016-06-23,50.877,51.101,50.744,50.130001,392500,49.187286
2016-06-24,49.44,50.143,49.154,48.34,1650300,47.430946
2016-06-27,48.889,48.9,48.094,47.419998,2582100,46.528244
2016-06-28,48.808,49.205,48.716,48.259998,929400,47.352444
2016-06-29,49.613,50.123,49.542,49.099998,607700,48.176651
2016-06-30,50.184,50.734,50.021,49.77,610100,48.834057
2016-07-01,50.734,50.989,50.724,49.900002,469200,48.961613
2016-07-05,50.602,50.724,50.296,49.529999,648800,48.598568
2016-07-06,50.316,50.795,50.153,49.830002,374400,48.892929
2016-07-07,50.795,51.019,50.551,49.799999,383500,48.863487
2016-07-08,51.07,51.57,51.05,50.549999,573800,49.599384
2016-07-11,51.651,51.865,51.611,50.75,363200,49.795628
2016-07-12,51.937,52.171,51.916,51.119999,906400,50.158665
2016-07-13,52.222,52.232,51.937,51.110001,404700,50.148857
2016-07-14,52.395,52.487,52.253,51.369999,342100,50.403965
2016-07-15,52.518,52.518,52.181,51.330002,321900,50.364719
2016-07-18,52.355,52.477,52.263,51.439999,682800,50.472649
2016-07-19,52.283,52.385,52.253,51.369999,306000,50.403965
2016-07-20,52.487,52.67,52.385,51.619999,342000,50.649265
2016-07-21,52.538,52.64,52.293,51.439999,335000,50.472649
2016-07-22,52.446,52.681,52.375,51.669998,479900,50.698322
2016-07-25,52.589,52.609,52.365,51.529999,413700,50.560955
2016-07-26,52.507,52.65,52.324,51.580002,411800,50.610016
2016-07-27,52.691,52.691,52.283,51.5,468300,50.531521
2016-07-28,52.467,52.65,52.334,51.580002,507600,50.610016
2016-07-29,52.507,52.752,52.416,51.66,318500,50.688515
2016-08-01,52.681,52.783,52.487,51.599998,479300,50.629642
2016-08-02,52.538,52.579,52.008,51.279999,591100,50.315659
2016-08-03,52.222,52.426,52.161,51.43,786300,50.462841
2016-08-04,52.456,52.548,52.344,51.48,292400,50.511902
2016-08-05,52.681,52.895,52.64,51.900002,396600,50.924004
2016-08-08,52.966,52.976,52.793,51.869999,507300,50.894562
2016-08-09,52.905,53.027,52.823,51.889999,842400,50.914188
2016-08-10,52.905,52.966,52.67,51.77,551600,50.796448
2016-08-11,52.885,53.078,52.844,52.02,389000,51.041744
2016-08-12,52.915,53.027,52.854,51.970001,594200,50.992683
2016-08-15,53.088,53.231,53.037,52.150002,477800,51.1693
2016-08-16,53.007,53.129,52.854,51.869999,550600,50.894562
2016-08-17,52.834,52.956,52.599,51.93,447900,50.953438
2016-08-18,52.946,53.068,52.915,52.07,443400,51.090801
2016-08-19,52.966,53.027,52.793,52,315300,51.022118
2016-08-22,52.946,53.037,52.834,52,337400,51.022118
2016-08-23,53.149,53.262,53.099,52.099998,602000,51.120239
2016-08-24,53.099,53.099,52.721,51.84,357300,50.865128
2016-08-25,52.732,52.915,52.701,51.790001,314800,50.816067
2016-08-26,52.844,53.129,52.456,51.700001,475500,50.72776
2016-08-29,52.752,53.027,52.742,51.98,363100,51.002495
2016-08-30,52.966,53.007,52.711,51.880001,533000,50.904373
2016-08-31,52.803,52.823,52.518,51.759998,521000,50.786633
2016-09-01,52.772,52.823,52.426,51.77,650300,50.796448
2016-09-02,52.997,53.099,52.834,52.009998,524600,51.031933
2016-09-06,53.088,53.16,52.864,52.16,524900,51.179108
2016-09-07,53.109,53.2,52.997,52.18,487400,51.198734
2016-09-08,53.099,53.15,52.976,52.060001,356700,51.08099
2016-09-09,52.721,52.721,51.753,50.790001,687200,49.834873
2016-09-12,51.58,52.599,51.478,51.509998,899400,50.541336
2016-09-13,52.13,52.212,51.57,50.759998,1527200,49.805435
2016-09-14,51.774,52.079,51.56,50.75,483400,49.795628
2016-09-15,51.692,52.334,51.631,51.25,370500,50.286221
2016-09-16,52.11,52.11,51.855,51.07,292600,50.109608
2016-09-19,51.884,52.046,51.61,50.919998,438500,50.140919
2016-09-20,51.935,51.965,51.691,50.91,298400,50.131073
2016-09-21,51.894,52.321,51.701,51.48,371500,50.692356
2016-09-22,52.524,52.686,52.503,51.82,466300,51.027149
2016-09-23,52.534,52.544,52.31,51.540001,361800,50.751434
2016-09-26,52.148,52.158,51.884,51.130001,654500,50.34771
2016-09-27,51.894,52.249,51.782,51.43,607500,50.64312
2016-09-28,52.3,52.544,52.036,51.709999,616200,50.918835
2016-09-29,52.463,52.544,51.884,51.220001,478600,50.436333
2016-09-30,52.239,52.595,52.138,51.619999,507800,50.830208
2016-10-03,52.31,52.341,52.107,51.48,621500,50.692356
2016-10-04,52.341,52.371,51.843,51.23,721600,50.446182
2016-10-05,52.168,52.351,52.168,51.43,414900,50.64312
2016-10-06,52.188,52.3,51.996,51.459999,391600,50.672661
2016-10-07,52.3,52.351,51.853,51.279999,551000,50.495411
2016-10-10,52.341,52.473,52.3,51.52,365100,50.731743
2016-10-11,52.239,52.239,51.478,50.91,667600,50.131073
2016-10-12,51.66,51.864,51.549,50.939999,465800,50.160618
2016-10-13,51.407,51.691,51.132,50.790001,565100,50.012913
2016-10-14,51.843,51.965,51.569,50.790001,468600,50.012913
2016-10-17,51.579,51.64,51.356,50.650002,561300,49.875053
2016-10-18,51.813,51.864,51.64,50.950001,368000,50.170464
2016-10-19,51.803,51.965,51.711,51.09,413600,50.308323
2016-10-20,51.813,51.924,51.599,51,444200,50.2197
2016-10-21,51.61,51.823,51.518,51.02,479500,50.239388
2016-10-24,52.006,52.128,51.935,51.25,489000,50.465874
2016-10-25,52.016,52.036,51.792,51.07,528700,50.288624
2016-10-26,51.63,51.874,51.549,50.950001,736900,50.170464
2016-10-27,51.884,51.924,51.539,50.799999,482500,50.022755
2016-10-28,51.518,51.752,51.224,50.639999,589500,49.865208
2016-10-31,51.518,51.579,51.396,50.66,427600,49.884899
2016-11-01,51.508,51.589,50.736,50.299999,930000,49.530407
2016-11-02,50.95,51.071,50.614,49.959999,851500,49.195606
2016-11-03,50.787,50.858,50.442,49.759998,468300,48.998665
2016-11-04,50.523,50.797,50.432,49.689999,659500,48.929737
2016-11-07,51.173,51.579,51.082,50.779999,580300,50.003063
2016-11-08,51.467,51.965,51.386,51.009998,937400,50.229542
2016-11-09,51.376,52.544,51.376,51.560001,1474400,50.77113
2016-11-10,52.645,52.849,52.097,51.650002,1348500,50.859753
2016-11-11,52.3,52.453,52.107,51.610001,953400,50.820366
2016-11-14,52.554,52.645,52.239,51.669998,763000,50.879444
2016-11-15,52.615,52.879,52.483,52.060001,677000,51.263481
2016-11-16,52.717,52.849,52.534,52,607600,51.204399
2016-11-17,52.869,53.092,52.859,52.27,719900,51.470268
2016-11-18,53.082,53.143,52.91,52.169998,705800,51.371792
2016-11-21,53.153,53.367,53.092,52.540001,772400,51.736141
2016-11-22,53.488,53.519,53.265,52.66,1057800,51.854298
2016-11-23,53.356,53.529,53.265,52.709999,733900,51.903534
2016-11-25,53.61,53.742,53.58,52.919998,249700,52.110317
2016-11-28,53.661,53.681,53.427,52.639999,408000,51.834606
