"Date","SHYG.Open","SHYG.High","SHYG.Low","SHYG.Close","SHYG.Volume","SHYG.Adjusted"
2014-09-16,57.133,57.144,57.098,49.91,13000,43.609062
2014-09-17,57.224,57.224,57.076,49.950001,111400,43.644016
2014-09-18,57.27,57.27,57.041,49.849998,209300,43.556633
2014-09-19,57.133,57.201,57.064,49.950001,124100,43.644016
2014-09-22,57.167,57.167,57.053,49.860001,36100,43.565372
2014-09-23,57.098,57.098,56.961,49.82,11800,43.530418
2014-09-24,57.03,57.03,56.938,49.75,13700,43.469257
2014-09-25,56.927,56.927,56.732,49.57,21300,43.311974
2014-09-26,56.664,56.675,56.572,49.450001,25900,43.20713
2014-09-29,56.446,56.503,56.446,49.32,19800,43.093552
2014-09-30,56.561,56.652,56.515,49.490002,3300,43.242092
2014-10-01,56.264,56.264,56.195,49.330002,4200,43.268398
2014-10-02,56.241,56.275,56.207,49.349998,8600,43.285938
2014-10-03,56.309,56.412,56.309,49.439999,164500,43.364883
2014-10-06,56.48,56.503,56.423,49.549999,2600,43.461361
2014-10-07,56.309,56.457,56.241,49.5,4400,43.417507
2014-10-08,56.435,56.435,56.286,49.439999,28600,43.364883
2014-10-09,56.503,56.503,56.309,49.419998,14500,43.34734
2014-10-10,56.218,56.229,56.036,49.310001,5300,43.250858
2014-10-13,56.184,56.184,55.967,49.23,12500,43.180683
2014-10-14,56.241,56.241,55.91,49.049999,306100,43.022804
2014-10-15,55.91,56.047,55.409,48.630001,102600,42.654408
2014-10-16,55.614,55.614,55.431,48.759998,5400,42.768436
2014-10-17,55.933,56.184,55.899,49.23,6500,43.180683
2014-10-20,56.298,56.366,56.229,49.439999,12900,43.364883
2014-10-21,56.514,56.526,55.944,49.310001,55000,43.250858
2014-10-22,56.275,56.469,56.275,49.459999,35200,43.38242
2014-10-23,56.435,56.64,56.366,49.68,13800,43.575382
2014-10-24,56.64,56.64,56.526,49.599998,11600,43.505219
2014-10-27,56.606,56.64,56.571,49.630001,9100,43.531544
2014-10-28,56.617,56.697,56.583,49.720001,23400,43.610477
2014-10-29,56.674,56.72,56.571,49.619999,8200,43.522755
2014-10-30,56.64,56.663,56.583,49.630001,4400,43.531544
2014-10-31,56.697,56.731,56.651,49.740002,11200,43.628021
2014-11-03,56.31,56.31,55.833,49.48,16000,43.566376
2014-11-04,56.253,56.253,56.162,49.490002,25100,43.575184
2014-11-05,56.242,56.276,56.23,49.540001,7200,43.619225
2014-11-06,56.276,56.287,56.23,49.560001,257600,43.636818
2014-11-07,56.276,56.401,56.23,49.630001,28800,43.69846
2014-11-10,56.503,56.503,56.276,49.66,16000,43.724876
2014-11-11,56.389,56.401,56.321,49.650002,11800,43.716057
2014-11-12,56.412,56.446,56.264,49.650002,10600,43.716057
2014-11-13,56.401,56.412,56.242,49.599998,58500,43.672031
2014-11-14,56.333,56.333,56.14,49.549999,5700,43.628021
2014-11-17,56.185,56.378,56.015,49.5,65100,43.583996
2014-11-18,56.162,56.219,56.105,49.41,16100,43.504745
2014-11-19,56.128,56.128,55.935,49.310001,28700,43.416698
2014-11-20,55.981,56.105,55.912,49.330002,20600,43.434311
2014-11-21,56.049,56.14,56.037,49.43,27300,43.522366
2014-11-24,56.071,56.14,56.026,49.41,16900,43.504745
2014-11-25,56.105,56.185,56.026,49.459999,24000,43.548767
2014-11-26,56.151,56.276,56.151,49.48,40700,43.566376
2014-11-28,56.083,56.094,55.981,49.299999,27200,43.40789
2014-12-01,55.555,55.838,55.476,49.209999,129900,43.491856
2014-12-02,55.612,55.646,55.397,49.150002,58900,43.438839
2014-12-03,55.533,55.533,55.363,48.939999,38400,43.253227
2014-12-04,55.476,55.476,55.284,48.869999,114000,43.19136
2014-12-05,55.295,55.465,55.137,48.799999,11100,43.12949
2014-12-08,55.148,55.148,54.435,48.599998,29300,42.952728
2014-12-09,55.08,55.273,54.865,48.599998,69700,42.952728
2014-12-10,54.797,55.114,54.311,48.049999,29300,42.466644
2014-12-11,54.571,54.571,54.198,47.93,49200,42.360592
2014-12-12,54.288,54.288,53.474,47.419998,97000,41.909843
2014-12-15,53.79,53.79,53.508,47.369999,27100,41.865662
2014-12-16,53.27,53.949,53.225,47.240002,85700,41.750759
2014-12-17,53.722,54.141,53.553,47.84,8400,42.281044
2014-12-18,54.424,54.628,54.345,48.169998,44800,42.572708
2014-12-19,54.843,54.933,54.65,48.529999,31300,42.890865
2014-12-22,54.911,54.933,54.729,48.549999,28300,42.90855
2014-12-23,54.944,55.092,54.944,48.68,148600,43.023441
2014-12-24,54.7,54.7,54.609,48.52,8700,43.047398
2014-12-26,54.722,54.767,54.655,48.509998,29400,43.038521
2014-12-29,54.677,54.801,54.677,48.560001,25400,43.082867
2014-12-30,54.745,54.801,54.666,48.610001,13000,43.127243
2014-12-31,54.779,54.779,54.666,48.57,36700,43.091755
2015-01-02,54.801,54.801,54.373,48.240002,35400,42.798977
2015-01-05,54.418,54.531,54.159,48.080002,5200,42.657024
2015-01-06,54.114,54.305,54.023,48.07,83500,42.648148
2015-01-07,54.361,54.632,54.328,48.389999,103200,42.93206
2015-01-08,54.666,54.722,54.519,48.389999,19400,42.93206
2015-01-09,54.621,54.711,54.553,48.540001,50100,43.065128
2015-01-12,54.666,54.733,54.542,48.540001,3800,43.065128
2015-01-13,54.756,54.756,54.553,48.549999,42700,43.074017
2015-01-14,54.677,54.677,54.564,48.48,37700,43.011902
2015-01-15,54.767,54.936,54.553,48.400002,17700,42.940926
2015-01-16,54.677,54.677,54.452,48.490002,29200,43.020779
2015-01-20,54.463,54.824,54.463,48.43,15400,42.967537
2015-01-21,54.553,54.711,54.553,48.540001,23300,43.065128
2015-01-22,54.587,54.801,54.564,48.619999,5700,43.136101
2015-01-23,54.79,54.812,54.564,48.599998,12100,43.118366
2015-01-26,54.733,54.936,54.7,48.740002,179300,43.242584
2015-01-27,54.576,54.869,54.576,48.66,142800,43.171604
2015-01-28,54.925,54.981,54.812,48.669998,418900,43.180473
2015-01-29,54.936,54.993,54.857,48.790001,28700,43.286945
2015-01-30,54.914,54.948,54.824,48.68,80700,43.189346
2015-02-02,54.525,54.593,54.447,48.619999,26800,43.300674
2015-02-03,54.582,54.683,54.514,48.650002,35700,43.327396
2015-02-04,54.626,54.66,54.548,48.580002,38800,43.265049
2015-02-05,54.649,54.817,54.649,48.740002,51300,43.407551
2015-02-06,54.862,54.918,54.795,48.799999,65500,43.460983
2015-02-09,54.851,54.874,54.772,48.810001,29700,43.469879
2015-02-10,54.885,54.941,54.806,48.860001,34500,43.514408
2015-02-11,54.952,54.952,54.851,48.849998,18100,43.505516
2015-02-12,54.952,55.019,54.918,48.959999,26300,43.603466
2015-02-13,54.997,55.064,54.986,49,23500,43.639095
2015-02-17,55.064,55.109,54.975,49.07,12700,43.701435
2015-02-18,55.087,55.188,55.008,49.139999,31500,43.763786
2015-02-19,55.143,55.177,55.087,49.07,53600,43.701435
2015-02-20,55.109,55.255,55.098,49.200001,828900,43.817219
2015-02-23,55.255,55.255,55.154,49.189999,20300,43.808308
2015-02-24,55.278,55.278,55.177,49.18,21000,43.799408
2015-02-25,55.356,55.368,55.278,49.259998,45500,43.870655
2015-02-26,55.446,55.457,55.379,49.360001,25100,43.959713
2015-02-27,55.412,55.48,55.368,49.400002,18600,43.995338
2015-03-02,55.121,55.121,55.009,49.25,22400,44.013206
2015-03-03,55.11,55.11,54.931,49.119999,30500,43.897034
2015-03-04,55.02,55.02,54.875,49.16,14500,43.932781
2015-03-05,55.043,55.043,54.931,49.169998,17400,43.941715
2015-03-06,54.931,54.987,54.685,48.880001,34500,43.682545
2015-03-09,54.897,54.908,54.662,49.040001,60300,43.825535
2015-03-10,54.629,54.785,54.55,48.779999,60300,43.593189
2015-03-11,54.797,54.808,54.64,48.959999,60300,43.754044
2015-03-12,54.774,54.841,54.64,48.900002,88200,43.700417
2015-03-13,54.718,54.741,54.461,48.880001,75600,43.682545
2015-03-16,54.707,54.729,54.472,48.869999,92300,43.673599
2015-03-17,54.506,54.584,54.394,48.689999,106700,43.512749
2015-03-18,54.562,55.792,54.438,48.849998,90800,43.655746
2015-03-19,54.763,54.763,54.506,48.82,103900,43.628929
2015-03-20,54.752,54.808,54.562,48.970001,129000,43.762989
2015-03-23,54.651,54.808,54.629,48.970001,93000,43.762989
2015-03-24,54.797,54.841,54.673,49,101800,43.789791
2015-03-25,54.875,54.875,54.64,49,87700,43.789791
2015-03-26,54.808,54.853,54.729,48.919998,283400,43.718296
2015-03-27,54.853,54.853,54.673,48.990002,118600,43.780861
2015-03-30,54.819,54.875,54.685,49.029999,70500,43.816597
2015-03-31,54.718,54.897,54.718,49.049999,101000,43.834473
2015-04-01,54.332,54.633,54.332,48.889999,129100,43.848827
2015-04-02,54.555,54.589,54.466,48.889999,110400,43.848827
2015-04-06,54.566,54.656,54.511,48.950001,82000,43.902634
2015-04-07,54.589,54.711,54.578,48.98,201800,43.929539
2015-04-08,54.656,54.789,54.633,49.060001,72500,44.001301
2015-04-09,54.689,54.856,54.667,49.139999,78200,44.073044
2015-04-10,54.845,54.868,54.723,49.200001,96400,44.126858
2015-04-13,54.845,54.879,54.667,49.09,68100,44.028206
2015-04-14,54.745,54.979,54.667,49.150002,102800,44.08202
2015-04-15,54.923,54.979,54.856,49.259998,125500,44.180672
2015-04-16,54.923,54.957,54.834,49.18,75400,44.108936
2015-04-17,54.856,54.856,54.801,49.169998,68800,44.099953
2015-04-20,54.934,54.968,54.834,49.279999,220200,44.19862
2015-04-21,55.001,55.001,54.879,49.27,80700,44.18964
2015-04-22,54.957,55.046,54.923,49.32,75000,44.234482
2015-04-23,55.024,55.046,54.912,49.34,57300,44.25243
2015-04-24,55.024,55.046,54.946,49.360001,63500,44.270363
2015-04-27,55.113,55.113,54.99,49.380001,369700,44.288307
2015-04-28,55.157,55.157,54.968,49.380001,86800,44.288307
2015-04-29,55.024,55.046,54.879,49.349998,131300,44.261391
2015-04-30,55.012,55.012,54.856,49.220001,71200,44.144798
2015-05-01,54.656,54.656,54.389,49.130001,112700,44.225819
2015-05-04,54.645,54.645,54.5,49.07,126400,44.17181
2015-05-05,54.622,54.622,54.378,49.060001,113100,44.162804
2015-05-06,54.456,54.534,54.367,48.939999,102900,44.05479
2015-05-07,54.378,54.478,54.356,48.950001,142800,44.063786
2015-05-08,54.589,54.689,54.478,49.060001,51600,44.162804
2015-05-11,54.656,54.678,54.489,49.049999,117000,44.153797
2015-05-12,54.345,54.545,54.345,49.009998,101700,44.117802
2015-05-13,54.611,54.611,54.311,49.029999,106700,44.135803
2015-05-14,54.456,54.667,54.456,49.200001,105500,44.288826
2015-05-15,54.667,54.711,54.6,49.25,91100,44.333836
2015-05-18,54.656,54.678,54.534,49.18,78300,44.270821
2015-05-19,54.622,54.656,54.534,49.130001,74400,44.225819
2015-05-20,54.578,54.622,54.522,49.130001,74300,44.225819
2015-05-21,54.611,54.7,54.511,49.220001,89900,44.306828
2015-05-22,54.667,54.756,54.556,49.18,880400,44.270821
2015-05-26,54.745,54.745,54.611,49.169998,113600,44.261818
2015-05-27,54.756,54.767,54.622,49.220001,197600,44.306828
2015-05-28,54.711,54.767,54.667,49.27,1234100,44.351837
2015-05-29,54.789,54.8,54.667,49.290001,487400,44.369843
2015-06-01,54.156,54.433,54.145,49.02,123800,44.280415
2015-06-02,54.4,54.4,54.267,49.099998,152000,44.35268
2015-06-03,54.311,54.411,54.245,49.049999,81300,44.30751
2015-06-04,54.3,54.322,54.057,48.869999,63800,44.144924
2015-06-05,53.946,54.223,53.946,48.810001,89600,44.090725
2015-06-08,53.968,54.145,53.968,48.799999,71700,44.081688
2015-06-09,54.079,54.079,53.824,48.77,71100,44.054585
2015-06-10,53.902,54.079,53.902,48.77,478000,44.054585
2015-06-11,54.057,54.2,53.924,48.830002,98200,44.108795
2015-06-12,53.924,54.09,53.846,48.73,74700,44.018452
2015-06-15,53.935,53.946,53.769,48.580002,106700,43.882957
2015-06-16,53.935,53.968,53.824,48.650002,87700,43.946198
2015-06-17,53.879,53.979,53.824,48.630001,94300,43.92812
2015-06-18,54.012,54.123,53.957,48.790001,88000,44.072655
2015-06-19,54.034,54.045,53.879,48.779999,161100,44.063629
2015-06-22,54.156,54.178,54.023,48.919998,127000,44.190086
2015-06-23,54.2,54.223,54.012,48.900002,182200,44.172028
2015-06-24,54.189,54.223,54.045,48.91,164900,44.181049
2015-06-25,54.178,54.178,54.045,48.849998,91000,44.126846
2015-06-26,54.123,54.123,53.968,48.810001,83600,44.090725
2015-06-29,53.868,53.935,53.724,48.529999,172700,43.837791
2015-06-30,53.968,53.979,53.769,48.630001,141700,43.92812
2015-07-01,53.523,53.634,53.468,48.509998,4291100,43.984333
2015-07-02,53.678,53.678,53.523,48.639999,159700,44.102207
2015-07-06,53.545,53.59,53.38,48.439999,113900,43.920868
2015-07-07,53.479,53.479,53.336,48.48,140900,43.957138
2015-07-08,53.402,53.402,53.17,48.25,263500,43.748592
2015-07-09,53.435,53.435,53.248,48.330002,146600,43.821133
2015-07-10,53.501,53.523,53.347,48.459999,102500,43.938999
2015-07-13,53.49,53.501,53.402,48.509998,76400,43.984333
2015-07-14,53.468,53.512,53.38,48.5,184400,43.975273
2015-07-15,53.479,53.49,53.369,48.459999,121900,43.938999
2015-07-16,53.545,53.556,53.446,48.540001,147700,44.011551
2015-07-17,53.457,53.534,53.336,48.360001,136500,43.848331
2015-07-20,53.413,53.413,53.193,48.310001,275600,43.802998
2015-07-21,53.259,53.281,53.115,48.209999,191800,43.712326
2015-07-22,53.082,53.159,52.95,48.049999,152600,43.567253
2015-07-23,53.005,53.027,52.895,47.98,122900,43.503788
2015-07-24,52.972,53.016,52.674,47.77,223100,43.313374
2015-07-27,52.641,52.784,52.586,47.759998,176200,43.30431
2015-07-28,52.729,52.818,52.663,47.869999,165900,43.404041
2015-07-29,52.751,52.961,52.74,47.950001,187700,43.476582
2015-07-30,52.906,53.027,52.884,48.02,95000,43.540058
2015-07-31,53.038,53.038,52.895,47.970001,113100,43.494717
2015-08-03,52.509,52.509,52.301,47.700001,149000,43.430984
2015-08-04,52.455,52.564,52.323,47.799999,954400,43.522034
2015-08-05,52.411,52.564,52.389,47.810001,167900,43.531136
2015-08-06,52.476,52.476,52.191,47.59,257800,43.33083
2015-08-07,52.18,52.18,52.015,47.419998,120300,43.176041
2015-08-10,52.158,52.213,52.015,47.43,231700,43.185143
2015-08-11,52.125,52.125,51.872,47.389999,158400,43.14872
2015-08-12,51.905,51.938,51.697,47.25,92200,43.021259
2015-08-13,51.861,51.949,51.576,47.23,107900,43.00304
2015-08-14,51.982,51.993,51.719,47.27,111300,43.039463
2015-08-17,51.839,51.949,51.785,47.259998,93500,43.030361
2015-08-18,51.949,51.96,51.719,47.240002,138000,43.01215
2015-08-19,51.905,51.905,51.708,47.119999,98100,42.902893
2015-08-20,51.763,51.763,51.543,46.93,94400,42.729893
2015-08-21,51.51,51.719,51.4,46.810001,163600,42.62064
2015-08-24,51.159,51.312,50.642,46.25,156000,42.11076
2015-08-25,51.213,51.488,50.961,46.400002,336700,42.247334
2015-08-26,51.082,51.554,51.071,46.810001,166600,42.62064
2015-08-27,51.477,51.719,51.411,46.959999,101700,42.75721
2015-08-28,51.543,51.708,51.543,47.02,144100,42.811832
2015-08-31,51.708,51.719,51.499,47.080002,192900,42.86647
2015-09-01,51.157,51.594,51.015,46.77,136000,42.77774
2015-09-02,51.266,51.332,51.091,46.91,177400,42.905807
2015-09-03,51.364,51.364,51.113,46.900002,240900,42.896656
2015-09-04,51.31,51.386,51.211,46.950001,83000,42.942383
2015-09-08,51.321,51.463,51.244,46.939999,699600,42.933239
2015-09-09,51.485,51.485,51.332,47.040001,96700,43.024708
2015-09-10,51.419,51.55,51.353,47,215600,42.988125
2015-09-11,51.343,51.528,51.321,46.98,63600,42.969818
2015-09-14,51.474,51.474,51.288,47.029999,89900,43.01556
2015-09-15,51.441,51.485,51.266,47.09,113600,43.070435
2015-09-16,51.288,51.408,51.2,46.990002,79600,42.978973
2015-09-17,51.321,51.485,51.2,47.029999,108600,43.01556
2015-09-18,51.266,51.375,51.135,46.880001,102100,42.878365
2015-09-21,51.277,51.299,51.157,46.799999,88100,42.805187
2015-09-22,51.015,51.091,50.96,46.619999,153100,42.64056
2015-09-23,50.927,51.069,50.894,46.599998,101700,42.622265
2015-09-24,50.862,50.927,50.73,46.419998,141800,42.457619
2015-09-25,50.796,50.971,50.676,46.52,121400,42.549088
2015-09-28,50.577,50.61,50.151,45.98,634500,42.055183
2015-09-29,50.162,50.238,50.052,45.82,467000,41.90884
2015-09-30,50.216,50.348,49.714,45.779999,233000,41.87225
2015-10-01,49.555,49.762,49.501,45.610001,345100,41.914524
2015-10-02,49.446,49.566,49.359,45.459999,294600,41.776672
2015-10-05,49.675,49.827,49.544,45.709999,221200,42.006424
2015-10-06,49.838,49.99,49.784,45.889999,264300,42.171848
2015-10-07,50.208,50.491,50.11,46.330002,363000,42.576195
2015-10-08,50.447,50.48,50.252,46.330002,144700,42.576195
2015-10-09,50.632,50.654,50.426,46.490002,120100,42.72324
2015-10-12,50.622,50.687,50.415,46.5,174500,42.732418
2015-10-13,50.404,50.567,50.404,46.349998,135800,42.594574
