"Date","SCHD.Open","SCHD.High","SCHD.Low","SCHD.Close","SCHD.Volume","SCHD.Adjusted"
2015-08-27,NA,NA,NA,0,NA,0
2015-08-28,NA,NA,NA,0,NA,0
2015-08-31,38.47,38.649,38.217,36.509998,342100,34.669281
2015-09-01,NA,NA,NA,0,NA,0
2015-09-02,NA,NA,NA,0,NA,0
2015-09-03,NA,NA,NA,0,NA,0
2015-09-04,37.764,37.806,37.406,35.689999,470800,33.890629
2015-09-08,NA,NA,NA,0,NA,0
2015-09-09,NA,NA,NA,0,NA,0
2015-09-10,NA,NA,NA,0,NA,0
2015-09-11,NA,NA,NA,0,NA,0
2015-09-14,NA,NA,NA,0,NA,0
2015-09-15,NA,NA,NA,0,NA,0
2015-09-16,38.596,38.891,38.543,36.900002,272300,35.039627
2015-09-17,NA,NA,NA,0,NA,0
2015-09-18,NA,NA,NA,0,NA,0
2015-09-21,NA,NA,NA,0,NA,0
2015-09-22,NA,NA,NA,0,NA,0
2015-09-23,37.806,37.838,37.522,35.75,227500,33.947601
2015-09-24,NA,NA,NA,0,NA,0
2015-09-25,NA,NA,NA,0,NA,0
2015-09-28,NA,NA,NA,0,NA,0
2015-09-29,NA,NA,NA,0,NA,0
2015-09-30,NA,NA,NA,0,NA,0
2015-10-01,NA,NA,NA,0,NA,0
2015-10-02,NA,NA,NA,0,NA,0
2015-10-05,NA,NA,NA,0,NA,0
2015-10-06,NA,NA,NA,0,NA,0
2015-10-07,NA,NA,NA,0,NA,0
2015-10-08,NA,NA,NA,0,NA,0
2015-10-09,NA,NA,NA,0,NA,0
2015-10-12,NA,NA,NA,0,NA,0
2015-10-13,NA,NA,NA,0,NA,0
2015-10-14,NA,NA,NA,0,NA,0
2015-10-15,NA,NA,NA,0,NA,0
2015-10-16,NA,NA,NA,0,NA,0
2015-10-19,NA,NA,NA,0,NA,0
2015-10-20,NA,NA,NA,0,NA,0
2015-10-21,NA,NA,NA,0,NA,0
2015-10-22,NA,NA,NA,0,NA,0
2015-10-23,NA,NA,NA,0,NA,0
2015-10-26,41.292,41.344,41.218,39.169998,483200,37.195179
2015-10-27,41.092,41.197,40.997,39.02,280300,37.052742
2015-10-28,41.165,41.46,40.944,39.369999,335000,37.385094
2015-10-29,41.355,41.397,41.197,39.259998,220100,37.280636
2015-10-30,41.397,41.471,41.176,39.099998,320600,37.128704
2015-11-02,41.239,41.66,41.218,39.52,475300,37.527534
2015-11-03,41.566,41.882,41.523,39.650002,386000,37.650978
2015-11-04,41.829,41.86,41.545,39.52,269200,37.527534
2015-11-05,41.566,41.597,41.25,39.34,361400,37.356606
2015-11-06,41.271,41.323,40.944,39.240002,305000,37.261646
2015-11-09,41.186,41.186,40.723,38.82,510500,36.862823
2015-11-10,40.765,40.955,40.734,38.860001,174800,36.900803
2015-11-11,41.018,41.092,40.892,38.84,216800,36.881813
2015-11-12,40.649,40.692,40.323,38.299999,319400,36.369038
2015-11-13,40.27,40.323,39.933,37.959999,505200,36.046181
2015-11-16,39.986,40.639,39.986,38.580002,346800,36.634922
2015-11-17,40.786,40.955,40.555,38.599998,389000,36.653919
2015-11-18,40.713,41.102,40.649,38.98,322400,37.014755
2015-11-19,41.05,41.25,41.05,39.07,466400,37.10022
2015-11-20,41.355,41.46,41.102,39.09,257000,37.119213
2015-11-23,41.176,41.334,41.123,39.150002,281200,37.176182
2015-11-24,41.029,41.502,40.944,39.32,285300,37.33762
2015-11-25,41.355,41.471,41.323,39.27,288000,37.290134
2015-11-27,41.355,41.439,41.292,39.299999,68300,37.318619
2015-11-30,41.471,41.471,41.26,39.209999,345600,37.233158
2015-12-01,41.397,41.671,41.376,39.540001,350100,37.54652
2015-12-02,41.66,41.702,41.218,39.189999,1902800,37.214169
2015-12-03,41.344,41.355,40.628,38.720001,1257200,36.767864
2015-12-04,40.828,41.566,40.828,39.419998,1159800,37.432575
2015-12-07,41.376,41.397,41.092,39.23,1058500,37.252151
2015-12-08,40.934,41.144,40.765,38.869999,1735700,36.910297
2015-12-09,40.902,41.439,40.597,38.75,2800300,36.796356
2015-12-10,40.85,41.229,40.797,38.880001,908600,36.919796
2015-12-11,40.449,40.618,40.228,38.25,972400,36.321564
2015-12-14,40.312,40.586,40.028,38.540001,692700,36.596939
2015-12-15,40.839,41.134,40.839,38.900002,670200,36.938789
2015-12-16,41.134,41.492,40.871,39.34,632900,37.356606
2015-12-17,41.492,41.513,40.839,38.790001,1048100,36.834335
2015-12-18,40.702,40.734,40.144,38.130001,843800,36.207611
2015-12-21,39.805,39.889,39.586,38.150002,648500,36.486885
2015-12-22,40.098,40.391,39.899,38.549999,1328600,36.869442
2015-12-23,40.558,40.84,40.548,39.040001,615800,37.338085
2015-12-24,40.788,40.84,40.694,38.939999,207700,37.242439
2015-12-28,40.537,40.61,40.412,38.830002,928900,37.137238
2015-12-29,40.799,41.091,40.799,39.220001,1014400,37.510239
2015-12-30,40.914,40.987,40.736,39,760200,37.299824
2015-12-31,40.61,40.673,40.318,38.560001,664500,36.879013
2016-01-04,39.795,39.858,39.408,38.119999,1224600,36.458183
2016-01-05,39.941,40.14,39.774,38.34,2740000,36.668598
2016-01-06,39.565,39.774,39.366,37.880001,3028900,36.228653
2016-01-07,38.958,39.366,38.676,37.09,1368500,35.473091
2016-01-08,39.021,39.021,38.268,36.689999,976200,35.09053
2016-01-11,38.571,38.634,38.049,36.759998,1030000,35.157475
2016-01-12,38.76,38.812,38.226,36.98,608200,35.367886
2016-01-13,38.833,38.875,37.861,36.27,876300,34.688835
2016-01-14,38.038,38.781,37.871,36.880001,1112900,35.272247
2016-01-15,37.536,37.86,37.369,36.110001,1828200,34.535816
2016-01-19,38.132,38.143,37.495,36.150002,927400,34.574066
2016-01-20,37.181,37.495,36.47,35.599998,2146100,34.048042
2016-01-21,37.317,37.86,37.014,35.91,1367000,34.344536
2016-01-22,38.195,38.3,37.965,36.580002,838600,34.985325
2016-01-25,38.132,38.3,37.787,36.18,669900,34.60276
2016-01-26,37.986,38.498,37.986,36.790001,517300,35.186172
2016-01-27,38.321,38.854,38.038,36.580002,717200,34.985325
2016-01-28,38.519,38.613,38.122,36.84,618900,35.233994
2016-01-29,38.749,39.397,38.707,37.68,868200,36.037373
2016-02-01,39.084,39.533,39.011,37.66,867100,36.018238
2016-02-02,38.99,38.99,38.634,37.060001,3298300,35.444397
2016-02-03,39,39.178,38.352,37.380001,859000,35.75045
2016-02-04,39,39.251,38.822,37.389999,716400,35.760014
2016-02-05,39.011,39.032,38.488,36.990002,827300,35.377449
2016-02-08,38.3,38.707,38.028,36.919998,1033300,35.310497
2016-02-09,38.258,38.812,38.237,36.860001,885300,35.253117
2016-02-10,38.728,38.896,38.3,36.66,1361900,35.061832
2016-02-11,37.756,38.132,37.589,36.279999,1441300,34.698402
2016-02-12,38.206,38.551,38.101,36.860001,844500,35.253117
2016-02-16,38.917,39.021,38.624,37.310001,593200,35.683498
2016-02-17,39.22,39.669,39.22,37.849998,1016700,36.199955
2016-02-18,39.638,39.711,39.492,37.860001,525700,36.209522
2016-02-19,39.429,39.523,39.282,37.799999,427200,36.152138
2016-02-22,39.878,40.077,39.826,38.220001,690500,36.553833
2016-02-23,39.91,39.941,39.565,37.91,855300,36.257339
2016-02-24,39.314,39.868,39.136,38.080002,408900,36.419933
2016-02-25,39.91,40.286,39.763,38.509998,412600,36.831188
2016-02-26,40.516,40.516,39.962,38.259998,653400,36.592083
2016-02-29,40.025,40.255,39.69,37.959999,559000,36.305164
2016-03-01,39.973,40.401,39.878,38.639999,611500,36.955513
2016-03-02,40.286,40.6,40.203,38.830002,744100,37.137238
2016-03-03,40.558,40.704,40.401,38.919998,864200,37.223312
2016-03-04,40.673,40.966,40.558,39.07,635500,37.366776
2016-03-07,40.704,41.06,40.694,39.200001,626200,37.491104
2016-03-08,40.819,41.029,40.704,38.959999,2265400,37.261574
2016-03-09,40.987,41.133,40.893,39.23,516900,37.519794
2016-03-10,41.133,41.238,40.621,39.23,651500,37.519794
2016-03-11,41.332,41.478,41.269,39.650002,428100,37.92149
2016-03-14,41.321,41.499,41.248,39.580002,476800,37.854542
2016-03-15,41.206,41.395,41.112,39.59,450400,37.864105
2016-03-16,41.321,41.677,41.206,39.810001,504500,38.074516
2016-03-17,41.646,42.085,41.593,40.16,586600,38.409256
2016-03-18,42.095,42.116,41.97,40.23,732100,38.476204
2016-03-21,41.368,41.576,41.306,39.990002,540000,38.532097
2016-03-22,41.379,41.534,41.275,39.91,513100,38.455006
2016-03-23,41.337,41.389,41.14,39.689999,397800,38.243027
2016-03-24,40.953,41.223,40.943,39.720001,526300,38.271935
2016-03-28,41.316,41.347,41.14,39.73,1096700,38.28157
2016-03-29,41.181,41.596,41.098,40.080002,1075600,38.618809
2016-03-30,41.763,41.866,41.628,40.169998,405200,38.705524
2016-03-31,41.669,41.783,41.576,40.09,432200,38.628445
2016-04-01,41.347,41.804,41.254,40.25,479700,38.782616
2016-04-04,41.763,41.794,41.576,40.150002,1043600,38.68626
2016-04-05,41.513,41.648,41.399,39.959999,837500,38.503185
2016-04-06,41.493,41.804,41.337,40.279999,695300,38.811516
2016-04-07,41.513,41.586,41.264,39.91,591300,38.455006
2016-04-08,41.638,41.731,41.451,40.060001,398000,38.599541
2016-04-11,41.731,41.866,41.41,39.91,602000,38.455006
2016-04-12,41.493,41.814,41.399,40.240002,683800,38.77298
2016-04-13,41.918,41.949,41.752,40.41,531500,38.936779
2016-04-14,41.939,41.97,41.835,40.34,473100,38.869328
2016-04-15,41.866,41.929,41.814,40.349998,812000,38.878963
2016-04-18,41.783,42.178,41.763,40.619999,616200,39.139122
2016-04-19,42.219,42.271,42.095,40.68,792600,39.196938
2016-04-20,42.147,42.302,42.032,40.549999,639500,39.071674
2016-04-21,42.032,42.074,41.742,40.290001,608400,38.821156
2016-04-22,41.763,41.825,41.648,40.279999,542800,38.811516
2016-04-25,41.721,41.825,41.565,40.299999,598000,38.830788
2016-04-26,41.939,42.032,41.783,40.360001,622700,38.888607
2016-04-27,41.908,42.25,41.866,40.630001,512700,39.148758
2016-04-28,41.96,42.147,41.68,40.27,550000,38.80188
2016-04-29,41.68,41.68,41.306,40.02,766300,38.560997
2016-05-02,41.638,41.814,41.565,40.259998,648500,38.792252
2016-05-03,41.617,41.669,41.42,40.049999,815600,38.589909
2016-05-04,41.399,41.555,41.337,39.900002,893900,38.445377
2016-05-05,41.472,41.576,41.347,39.919998,483100,38.464642
2016-05-06,41.327,41.68,41.306,40.139999,466900,38.676617
2016-05-09,41.69,41.783,41.545,40.139999,367400,38.676617
2016-05-10,41.804,42.136,41.794,40.59,591800,39.110218
2016-05-11,42.032,42.095,41.794,40.279999,591600,38.811516
2016-05-12,41.98,42.022,41.69,40.389999,376800,38.917515
2016-05-13,41.866,41.897,41.41,39.98,554300,38.522457
2016-05-16,41.513,41.96,41.503,40.34,468000,38.869328
2016-05-17,41.846,41.846,41.316,39.950001,786500,38.493546
2016-05-18,41.306,41.524,40.995,39.709999,764800,38.262299
2016-05-19,41.088,41.181,40.88,39.669998,688000,38.223755
2016-05-20,41.316,41.451,41.275,39.82,355800,38.36829
2016-05-23,41.327,41.42,41.254,39.779999,472000,38.32975
2016-05-24,41.482,41.835,41.482,40.25,529600,38.782616
2016-05-25,41.897,42.157,41.877,40.5,415500,39.023499
2016-05-26,42.084,42.167,41.991,40.549999,256200,39.071674
2016-05-27,42.147,42.24,42.095,40.66,481400,39.177666
2016-05-31,42.302,42.302,41.929,40.580002,421300,39.100586
2016-06-01,42.001,42.23,41.97,40.669998,654600,39.187298
2016-06-02,42.126,42.271,41.98,40.709999,316100,39.225845
2016-06-03,42.23,42.364,42.095,40.77,597100,39.283657
2016-06-06,42.437,42.593,42.385,41,875400,39.505272
2016-06-07,42.634,42.811,42.603,41.150002,538100,39.649803
2016-06-08,42.728,42.873,42.707,41.279999,417400,39.775059
2016-06-09,42.686,42.904,42.676,41.299999,289300,39.794331
2016-06-10,42.634,42.769,42.52,41.119999,361500,39.620895
2016-06-13,42.541,42.624,42.323,40.799999,497700,39.312557
2016-06-14,42.271,42.385,42.095,40.82,406100,39.331829
2016-06-15,42.468,42.541,42.261,40.75,500100,39.264378
2016-06-16,42.147,42.541,41.949,40.98,450600,39.486
2016-06-17,42.51,42.51,42.198,40.889999,323100,39.399277
2016-06-20,42.18,42.303,42.056,40.880001,640800,39.697792
2016-06-21,42.17,42.303,42.097,40.98,391400,39.794899
2016-06-22,42.231,42.355,42.067,40.880001,329700,39.697792
2016-06-23,42.427,42.602,42.324,41.369999,485000,40.173622
2016-06-24,41.449,42.087,41.202,40.200001,1663300,39.037457
2016-06-27,41.14,41.171,40.645,39.669998,2027200,38.522781
2016-06-28,41.16,41.366,40.985,40.169998,1030000,39.00832
2016-06-29,41.655,42.015,41.624,40.740002,1300300,39.561844
2016-06-30,42.056,42.674,42.015,41.439999,883700,40.241596
2016-07-01,42.653,42.767,42.345,41.48,599900,40.280437
2016-07-05,42.53,42.695,42.509,41.34,515600,40.144489
2016-07-06,42.53,42.736,42.252,41.48,535600,40.280437
2016-07-07,42.787,42.911,42.489,41.419998,586700,40.222172
2016-07-08,42.87,43.251,42.859,41.970001,644200,40.756271
2016-07-11,43.271,43.519,43.251,42.16,576300,40.940777
2016-07-12,43.519,43.714,43.498,42.380001,1807600,41.154415
2016-07-13,43.714,43.766,43.611,42.48,514200,41.251518
2016-07-14,43.992,44.023,43.838,42.650002,508200,41.416607
2016-07-15,44.003,44.044,43.766,42.630001,454700,41.397186
2016-07-18,43.951,43.972,43.848,42.669998,359600,41.436028
2016-07-19,43.941,43.961,43.838,42.68,424000,41.445736
2016-07-20,44.116,44.178,44.013,42.830002,340500,41.591404
2016-07-21,44.054,44.105,43.827,42.68,484300,41.445736
2016-07-22,43.992,44.208,43.972,42.93,373400,41.688511
2016-07-25,44.167,44.167,43.951,42.84,394200,41.601109
2016-07-26,44.095,44.219,43.9,42.869999,555900,41.630241
2016-07-27,44.126,44.126,43.745,42.639999,453000,41.406895
2016-07-28,43.838,43.869,43.591,42.549999,350000,41.319496
2016-07-29,43.714,43.941,43.652,42.619999,523800,41.38747
2016-08-01,43.9,43.91,43.663,42.490002,598000,41.261238
2016-08-02,43.714,43.755,43.302,42.220001,457300,40.999043
2016-08-03,43.467,43.498,43.323,42.240002,231000,41.018459
2016-08-04,43.549,43.642,43.498,42.310001,920600,41.086437
2016-08-05,43.724,43.838,43.704,42.549999,310100,41.319496
2016-08-08,43.91,43.91,43.766,42.549999,369500,41.319496
2016-08-09,43.858,43.961,43.766,42.57,339000,41.338921
2016-08-10,43.9,43.92,43.724,42.560001,413600,41.329212
2016-08-11,43.982,44.095,43.93,42.790001,415100,41.552559
2016-08-12,44.054,44.095,43.941,42.759998,414200,41.523422
2016-08-15,44.136,44.239,44.105,42.880001,456900,41.639954
2016-08-16,44.054,44.064,43.879,42.630001,316400,41.397186
2016-08-17,43.869,43.992,43.714,42.700001,368000,41.46516
2016-08-18,43.972,44.105,43.93,42.830002,358800,41.591404
2016-08-19,44.003,44.003,43.838,42.68,279300,41.445736
2016-08-22,43.92,43.972,43.755,42.630001,422000,41.397186
2016-08-23,44.054,44.126,43.982,42.73,369300,41.494289
2016-08-24,44.003,44.003,43.797,42.619999,357300,41.38747
2016-08-25,43.848,43.941,43.797,42.599998,344200,41.36805
2016-08-26,43.91,44.167,43.591,42.48,471300,41.251518
2016-08-29,43.776,44.023,43.745,42.720001,429400,41.484585
2016-08-30,44.023,44.044,43.724,42.560001,386500,41.329212
2016-08-31,43.807,43.807,43.57,42.48,371300,41.251518
2016-09-01,43.714,43.838,43.529,42.560001,283700,41.329212
2016-09-02,44.023,44.105,43.889,42.740002,403700,41.504002
2016-09-06,44.085,44.136,43.93,42.860001,385600,41.620533
2016-09-07,44.126,44.126,43.961,42.790001,371900,41.552559
2016-09-08,44.023,44.064,43.9,42.700001,446300,41.46516
2016-09-09,43.714,43.714,42.88,41.639999,1185800,40.435806
2016-09-12,42.746,43.56,42.592,42.23,674300,41.008751
2016-09-13,43.189,43.24,42.767,41.650002,553500,40.445526
2016-09-14,42.911,43.096,42.684,41.549999,538100,40.348415
2016-09-15,42.767,43.313,42.736,41.98,3147300,40.76598
2016-09-16,43.158,43.199,42.962,41.860001,2624300,40.649456
2016-09-19,42.753,42.886,42.569,41.610001,1513300,40.643391
2016-09-20,42.784,42.784,42.579,41.59,318100,40.623859
2016-09-21,42.671,43.05,42.569,42.009998,467000,41.0341
2016-09-22,43.265,43.337,43.132,42.209999,545700,41.229454
2016-09-23,43.183,43.183,42.968,41.990002,379000,41.014568
2016-09-26,42.866,42.886,42.61,41.650002,697000,40.682468
2016-09-27,42.641,42.999,42.559,41.970001,537500,40.995033
2016-09-28,43.05,43.234,42.825,42.200001,419700,41.219685
2016-09-29,43.173,43.245,42.804,41.970001,419300,40.995033
2016-09-30,43.193,43.48,43.142,42.310001,663900,41.327133
2016-10-03,43.255,43.255,43.06,42.16,499200,41.180618
2016-10-04,43.224,43.224,42.712,41.830002,6291400,40.85828
2016-10-05,42.989,43.111,42.948,42.009998,537800,41.0341
2016-10-06,42.968,43.091,42.784,42.040001,532900,41.063404
2016-10-07,43.122,43.122,42.753,41.959999,422800,40.98526
2016-10-10,43.152,43.255,42.978,42.02,523800,41.043869
2016-10-11,42.989,42.989,42.385,41.599998,656600,40.633625
2016-10-12,42.589,42.712,42.426,41.630001,503400,40.66293
2016-10-13,42.231,42.61,42.159,41.5,731000,40.535946
2016-10-14,42.6,42.784,42.528,41.560001,444400,40.594555
2016-10-17,42.528,42.589,42.415,41.450001,408000,40.48711
2016-10-18,42.671,42.671,42.456,41.48,418400,40.516411
2016-10-19,42.487,42.487,42.303,41.389999,473900,40.428501
2016-10-20,42.303,42.354,42.098,41.25,442400,40.291759
2016-10-21,42.292,42.436,42.231,41.389999,654000,40.428501
2016-10-24,42.548,42.661,42.487,41.599998,341400,40.633625
2016-10-25,42.63,42.743,42.579,41.619999,527400,40.653164
2016-10-26,42.497,42.804,42.456,41.689999,479600,40.721535
2016-10-27,42.804,42.815,42.538,41.560001,507600,40.594555
2016-10-28,42.589,42.835,42.426,41.599998,503300,40.633625
2016-10-31,42.692,42.743,42.61,41.650002,397900,40.682468
2016-11-01,42.671,42.712,42.149,41.369999,552600,40.408966
2016-11-02,42.323,42.415,42.139,41.220001,692000,40.262455
2016-11-03,42.292,42.292,42.006,41.099998,573800,40.145241
2016-11-04,42.057,42.149,41.914,40.939999,579900,39.988956
2016-11-07,42.456,42.712,42.395,41.709999,605700,40.74107
2016-11-08,42.712,43.071,42.671,41.950001,593400,40.975498
2016-11-09,42.528,43.531,42.487,42.330002,1290400,41.346668
2016-11-10,43.541,43.541,43.081,42.279999,910700,41.297829
2016-11-11,43.173,43.306,43.06,42.25,748700,41.268528
2016-11-14,43.378,43.398,43.091,42.189999,562100,41.209919
2016-11-15,43.337,43.541,43.296,42.529999,456000,41.542019
2016-11-16,43.582,43.623,43.439,42.529999,435200,41.542019
2016-11-17,43.562,43.634,43.501,42.57,490000,41.581097
2016-11-18,43.613,43.613,43.46,42.52,413800,41.532253
2016-11-21,43.634,43.828,43.634,42.810001,1487600,41.815521
2016-11-22,43.941,44.105,43.931,43.029999,1010500,42.030407
2016-11-23,44.043,44.115,43.971,43.049999,972200,42.049946
2016-11-25,44.146,44.279,44.146,43.240002,398500,42.235535
2016-11-28,44.238,44.32,44.146,43.18,561900,42.176922
2016-11-29,44.186,44.279,44.064,43.169998,471200,42.167152
2016-11-30,44.289,44.299,44.033,43.009998,551900,42.010872
